CEG	0.065221878837284	-0.699711771625512
BCEG	0.065221883996657	-0.699711787103631
ABCEG	0.065224793883047	-0.699755445718236
ACEG	0.065235112629113	-0.700075326846282
DEG	0.065609528330117	-0.705692491048488
ACDEG	0.065611746860522	-0.705696463765723
ACDEFG	0.067070817554251	-0.727468502027634
AG	0.067071333491554	-0.727471546057723
A	0.067071849428857	-0.727471597651453
ABCDEFG	0.067074429115374	-0.727520611695267
BCDEFG	0.067074945052677	-0.727534542002456
ACDEF	0.082446781067165	-0.96428681986565
ABCDEF	0.082549968527825	-0.964802757168949
BCDEF	0.082555127900858	-0.965009132090268
BEF	0.099059962233389	-1.22973656241294
ABEF	0.099885461918668	-1.2302009059859
BF	0.099916418156866	-1.2307168432892
AB	0.100607258205983	-1.23053110586002
B	0.100607774143286	-1.23051046836788
BDE	0.104172900909082	-1.3046919338362
BCDE	0.105560772254956	-1.30552775226754
ABDE	0.111473413750761	-1.30925281959736
ABCDE	0.113506206725759	-1.31048075037921
ACDE	0.113764175377408	-1.31254449959241
DE	0.113769334750441	-1.31600643889755
CDE	0.114022144029058	-1.3161560607155
ABCE	0.378697980621395	-1.67370061190164
ACE	0.378955949273044	-1.67421654920494
CE	0.379007543003374	-1.67442292412626
ABCEF	0.412749842639122	-1.65615874358948
ACEF	0.41378171724572	-1.65822249280267
EF	0.414204785834425	-1.65983221718897
CEF	0.414297654549019	-1.65977030471257
BCEF	0.41842515297541	-1.6637946156783
ABCEFG	0.548214340993282	-1.57551774308386
ACEFG	0.548216920679799	-1.57552032277038
CEFG	0.548219500366316	-1.57552548214341
ABCF	0.548441353406734	-1.57567252427485
ACF	0.5484516721528	-1.57568284302092
CF	0.548456831525833	-1.57569316176698
ABCFG	0.549466004891086	-1.57464864669645
ACFG	0.549466262859737	-1.57464890466511
CFG	0.549466520828389	-1.57464942060241
ABCG	0.549468068640299	-1.5746483887278
CG	0.54946832660895	-1.57464890466511
ABC	0.549472196138725	-1.57465096841432
AC	0.549472712076029	-1.57465148435162
C	0.549473228013332	-1.57464064966825
CDF	0.549576415473991	-1.57639483649947
CDFG	0.549989165316631	-1.57618846157815
ACD	0.551640164687187	-1.57660121142079
ABCD	0.552047755156793	-1.57366036879198
D	0.552052914529826	-1.57360877506165
DG	0.552070456398138	-1.5738187615441
DFG	0.552071488272745	-1.57381721373219
DEFG	0.552073552021958	-1.57381514998297
DF	0.552506939356729	-1.57805615461609
DEF	0.552517258102795	-1.57804583587003
ADEF	0.556087544241624	-1.58007862884502
ADF	0.556110761420272	-1.58009410696412
AD	0.556156679840266	-1.58004664073222
ADFG	0.556157195777569	-1.58003477417424
ADG	0.556167514523635	-1.58002703511469
ADEFG	0.556180412956217	-1.58000639762256
ABDF	0.573305403927315	-1.58973697516278
ABDEF	0.573309531425741	-1.58973181578975
BD	0.608804212112144	-1.60869870293362
BDF	0.608804366893335	-1.6086950913725
BDEF	0.608806017892706	-1.60869251168598
ABDFG	0.656334162272601	-1.53539071931979
ABDEFG	0.656375437256865	-1.53532622715688
ABEFG	0.656376469131471	-1.53532674309418
BDFG	0.656534954752298	-1.53526755476674
BDEFG	0.656535377820887	-1.535266894367
BDG	0.660353313865299	-1.5324679344966
ABD	0.660902529124661	-1.53132874493092
ABDG	0.660902787093312	-1.53132513336979
ABDEG	0.660915685525895	-1.53130191619114
BDEG	0.663061984707618	-1.5304660977598
BCD	0.666998070394486	-1.52760625728761
BCDG	0.666998586331789	-1.52759748635346
BCDEG	0.667003745704822	-1.52758716760739
ABCDEG	0.701416763834859	-1.46577787867218
AEG	0.701421923207892	-1.46578303804522
ABEG	0.701427082580925	-1.465780974296
ABE	0.701435337577777	-1.46578200617061
AE	0.701436369452384	-1.46578303804522
E	0.701674732486508	-1.46526194136888
EG	0.702087482329147	-1.47062768932319
EFG	0.702190669789807	-1.47042131440187
BE	0.732501986358618	-1.47586445295168
BEG	0.732527783223783	-1.47578706235618
BEFG	0.732630970684442	-1.47558068743486
BFG	0.732638709743992	-1.47558352509003
BCE	0.833197469843465	-1.37048425875288
BCEFG	0.833238744827728	-1.37032947756189
BCG	0.833239539113207	-1.3703289054906
BG	0.833239539164801	-1.37032890546481
BCFG	0.833239539371176	-1.37032890487148
BCDEFG	0.833806275861357	-1.36950397787661
BCDFG	0.833820231965412	-1.36949386550546
BCDF	1.02748913951977	-1.22916903137931
BC	1.02756188662794	-1.22911641093374
BCF	1.02756188667953	-1.22911640577437
ABCDEF	1.04219283672648	-0.925087451372909
ABCDF	1.04219289863896	-0.925087358504194
F	1.04219335266378	-0.925075584814933
FG	1.04219336298253	-0.925075770552362
AF	1.04219338356843	-0.925075589974306
AFG	1.04219338362002	-0.925075585330871
ABF	1.04219341354439	-0.925075562113692
ABFG	1.04219341457626	-0.925075533221203
ABCDFG	1.04219355903871	-0.925075275252551
ABG	1.04219361063244	-0.925075223658821
ABCDG	1.04219367254491	-0.92507512047136
ACDG	1.049421634283	-0.914440053244729
ACG	1.04942627771873	-0.91443391359082
ACDF	1.04951940440198	-0.913640092455965
ACDFG	1.04951966237063	-0.913621776681697
CDEF	1.0498287088153	-0.912847870726749
CD	1.04982891519023	-0.912847561164367
CDEFG	1.04982922475261	-0.912796276996419
CDEG	1.04984470287171	-0.912771512005861
CDG	1.04984728255822	-0.912767900444738
G	1.05251209872976	-0.711993478552486
ADEG	1.05302803603306	-0.71044566664259
ADE	1.05313122349372	-0.71018769799094
AEFG	1.05313638286675	-0.699027974120585
AEF	1.05316372754383	-0.698461732930214
